RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.050684968267385846,0.9681005956320318,10.708638360175696,180,0.005555555555555556,2.949528355508715,0.9706154864328259,10.27750525578136,150.12008501594048,546,0.0018315018315018315
