RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.051046736535727145,0.9317818181818182,18.2535041692562,6.286555446516192,172,0.005813953488372093,2.2888352220764836,0.9583272727272727,5.838280903854674,93.3205268935236,519,0.0019267822736030828
