file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
h1426+428_lc_liner.csv,10,4,0.9497137320782917,7.48352194972791,2.4824645490480313,6.36410246192153,0.9583272727272727,18.2535041692562
