time,data
0,2.8795400000000004e-07
1,3.3165200000000004e-07
2,5.184950000000001e-07
3,3.89823e-07
4,1.39209e-07
5,1.5021300000000002e-07
6,1.23149e-07
7,1.22695e-07
8,1.94917e-08
9,5.55512e-08
10,1.9841300000000002e-07
11,7.78281e-08
12,1.5139900000000002e-07
13,1.31452e-07
14,1.58997e-07
15,1.76652e-07
16,8.30037e-08
17,1.4610000000000002e-07
18,1.9047300000000001e-07
19,1.83373e-07
20,1.3655200000000002e-07
21,1.0958600000000001e-07
22,1.1465800000000001e-07
23,7.92062e-08
24,1.25363e-07
25,7.55878e-08
26,8.597235846608646e-08
27,1.09321e-07
28,1.54793e-07
29,1.31644e-07
30,1.6830300000000002e-07
31,1.1884475000000001e-07
32,6.93865e-08
33,9.16741e-08
34,1.3130000000000002e-07
35,1.23254e-07
36,8.18541e-08
37,1.50504e-07
38,9.00231e-08
39,2.58785e-07
40,2.8779100000000004e-07
41,2.8703500000000003e-07
42,1.4922900000000002e-07
43,1.1242900000000001e-07
44,7.347879999999998e-08
45,7.427657004220945e-08
46,7.704079999999998e-08
47,1.94835e-07
48,1.6395e-07
49,2.0495300000000002e-07
50,5.934030000000001e-07
51,6.004870000000001e-07
52,3.2866200000000003e-07
53,3.15779e-07
54,6.204330000000001e-07
55,4.43655e-07
56,6.362250000000001e-07
57,3.1137100000000004e-07
58,2.1625700000000003e-07
59,7.65348e-08
60,2.9494100000000005e-07
61,8.65816e-08
62,1.0223200000000001e-07
63,1.4699200000000002e-07
64,1.39911e-07
65,2.6475200000000004e-07
66,2.67888e-07
67,5.264930000000001e-07
68,4.4175200000000005e-07
69,4.994390000000001e-07
70,6.47849e-07
71,6.021440000000001e-07
72,4.5704300000000005e-07
73,5.186560000000001e-07
74,8.129069999999999e-07
75,5.27097e-07
76,3.59036e-07
77,2.6393300000000004e-07
78,2.85939e-07
79,1.6417600000000003e-07
80,3.7184300000000006e-07
81,4.5898300000000003e-07
82,4.35533e-07
83,4.32578e-07
84,4.2344800000000005e-07
85,5.971730000000001e-07
86,3.0593600000000005e-07
87,2.2325900000000003e-07
88,3.41735e-07
89,2.2232900000000003e-07
90,2.6112e-07
91,2.03381e-07
92,1.1056200000000001e-07
93,1.41101e-07
94,1.7164000000000002e-07
95,1.08553e-07
96,2.1188800000000002e-07
97,1.37663e-07
98,1.4806200000000002e-07
99,1.9695200000000003e-07
100,2.0619000000000002e-07
101,1.1658700000000001e-07
102,2.9115100000000004e-07
103,1.1666000000000001e-07
104,1.6036200000000002e-07
105,1.77927e-07
106,9.23121e-08
107,8.70994e-08
108,1.0344700000000001e-07
109,2.89953e-08
110,7.488959999999998e-08
111,2.30012e-07
112,2.09445e-07
113,5.7262e-08
114,3.40918e-07
115,1.62174e-07
116,1.75758e-07
117,1.79671e-08
118,9.644355000000002e-08
119,1.7492e-07
120,6.74141e-08
121,6.18695e-08
122,5.81887e-08
123,5.4653e-08
124,1.69289e-07
125,3.4599000000000004e-07
126,2.43816e-07
127,2.38728e-07
128,5.0895e-07
129,1.6296200000000003e-07
130,3.18953e-07
131,3.06081e-07
132,2.67852e-07
133,3.99683e-07
134,4.6522200000000003e-07
135,8.971250000000001e-07
136,6.78035e-07
137,3.8658300000000004e-07
138,2.49681e-07
139,5.28121e-07
140,4.3181600000000006e-07
141,1.33198e-07
142,3.89154e-07
143,7.675729999999999e-07
144,1.02009e-06
145,8.85505e-07
146,4.7292800000000004e-07
147,6.15632e-07
148,4.5721700000000004e-07
149,4.96821e-07
150,7.79064e-07
151,1.17388e-06
152,1.3157e-06
153,7.565569999999999e-07
