type,lambda
original,1.3404948433309902
FT_surrogate,1.0958210052905697
FT_surrogate,1.0742700367767841
FT_surrogate,1.3888000779738459
FT_surrogate,1.0244013548427962
FT_surrogate,1.1098744862349195
FT_surrogate,1.0298271115071167
FT_surrogate,1.1588723395439697
FT_surrogate,1.0846032584534882
FT_surrogate,1.489584759109371
FT_surrogate,1.0751620251132588
FT_surrogate,1.2148578351923238
FT_surrogate,1.176005228508143
FT_surrogate,1.091470020680302
FT_surrogate,1.0290487211577881
FT_surrogate,1.2240775368697563
FT_surrogate,1.3463396131291725
FT_surrogate,1.0431193719528467
FT_surrogate,1.3471407220471
FT_surrogate,1.035219721029276
FT_surrogate,1.2727772108078284
FT_surrogate,1.1990958343228795
FT_surrogate,0.8177241827960845
FT_surrogate,1.0865205361945725
FT_surrogate,1.0588974614506597
FT_surrogate,0.9079698026458237
FT_surrogate,1.2296875413678128
FT_surrogate,0.9371833474146496
FT_surrogate,1.3166073569432926
FT_surrogate,1.236941227525684
FT_surrogate,1.2191453186494625
FT_surrogate,0.8638943131178787
FT_surrogate,1.152372980367757
FT_surrogate,1.1194592171207947
FT_surrogate,1.0727658629687487
FT_surrogate,1.2984777126368474
FT_surrogate,1.0582953421002155
FT_surrogate,1.0977534311402275
FT_surrogate,1.1123437461996675
FT_surrogate,1.2224887287210224
Shuffle_surrogate,0.4695166204409402
Shuffle_surrogate,0.46709509362302204
Shuffle_surrogate,0.4560441081871764
Shuffle_surrogate,0.4804751145006936
Shuffle_surrogate,0.41059574412725425
Shuffle_surrogate,0.45408760038210577
Shuffle_surrogate,0.4454780824397071
Shuffle_surrogate,0.5046625040826389
Shuffle_surrogate,0.3231987741683481
Shuffle_surrogate,0.6255089784702181
Shuffle_surrogate,0.49192358400797037
Shuffle_surrogate,0.41837879405371153
Shuffle_surrogate,0.5778722730217178
Shuffle_surrogate,0.3517894343793835
Shuffle_surrogate,0.3882963988179415
Shuffle_surrogate,0.601597524909497
Shuffle_surrogate,0.5424651299115766
Shuffle_surrogate,0.609365391356387
Shuffle_surrogate,0.598651025065747
Shuffle_surrogate,0.4242375316756054
Shuffle_surrogate,0.5758517643538278
Shuffle_surrogate,0.4435432419768871
Shuffle_surrogate,0.415790888757509
Shuffle_surrogate,0.502101023129563
Shuffle_surrogate,0.4914095525766265
Shuffle_surrogate,0.49063314372871086
Shuffle_surrogate,0.34135791466359167
Shuffle_surrogate,0.49299350032912304
Shuffle_surrogate,0.3943946742949621
Shuffle_surrogate,0.5865169097040357
Shuffle_surrogate,0.4921327513139031
Shuffle_surrogate,0.4228025425184247
Shuffle_surrogate,0.5590522595176285
Shuffle_surrogate,0.5020708469017616
Shuffle_surrogate,0.3527067486951537
Shuffle_surrogate,0.5860223633666644
Shuffle_surrogate,0.34079939482657007
Shuffle_surrogate,0.43848180028592065
Shuffle_surrogate,0.4422460136690468
