RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.048533660306369256,0.9512026302128396,26.555555555555557,199,0.005025125628140704,3.351568219471099,0.9718809482609448,13.902227722772277,180.5411013567438,488,0.0020491803278688526
