RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05150057999249624,0.7468252907365326,14.501298642565711,7.857946554149086,102,0.00980392156862745,2.1493002169669664,0.841999732656062,9.8421875,87.6607085860198,539,0.0018552875695732839
