indicator,mDEratio,mL,mEN,mTT,mLAM
Brownian motion,21.27855848267275,11.2125898156826,3.1364022034536974,13.331896946914826,0.9834902470037604
Logistic map,11.882078703091045,4.769779507133593,2.128369160292595,5.365857418111753,0.7013397803968974
Logistic map + noise,12.878342312484405,5.05528313824739,2.2404456785593703,5.439483043983519,0.7767290537346756
Lorenz attractor (x),20.03700415986564,10.172628480869369,3.0041181282936607,10.83937168993741,0.995121277418642
Lorenz attractor (x) + noise,19.475285987505195,8.925360909183986,2.899413452919653,10.08557736193519,0.977700595093246
Sine wave,19.92498278848493,22.91588785046729,3.7866354319438194,6.027393894723911,0.9985042582850864
Sine wave + noise,14.431492109872226,3.81088,1.7936802745940088,4.444989620683148,0.8363837428727959
White noise,10.621537386053015,4.361238245818424,1.9439304216857576,5.033526594403831,0.7056400315017871
