epsilon,TT,L
0.1,12.489461358313818,39.231884057971016
0.2,18.354477611940297,44.25892857142857
0.3,22.599025974025974,46.919463087248324
0.4,25.273121387283236,39.845454545454544
0.5,25.603062426383982,31.169054441260744
0.6,28.24925816023739,29.738493723849373
0.7,31.42148014440433,30.68430335097002
0.7999999999999999,33.66838931955211,32.56333333333333
0.8999999999999999,32.707458363504706,27.817733990147783
0.9999999999999999,33.548323471400394,27.541621621621623
1.0999999999999999,31.538840262582056,23.60016420361248
1.2,31.996971226653205,23.519702602230485
1.3,34.80798383021728,26.446070878274266
1.4,35.96710208030963,27.41660489251297
1.5,35.29762949956102,26.394059405940595
1.5999999999999999,35.37392373923739,26.213717085119413
1.7,34.34379671150972,24.826965065502183
1.8,32.31605019815059,22.55897435897436
1.9,30.564771395076203,20.761079774375503
2.0,29.061679790026247,19.10300279329609
