RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.0415404958677686,0.5455992360337418,3.044404973357016,50,0.02,1.1517031385253946,0.7218685341397422,3.9132873166522866,51.5,550,0.0018181818181818182
