RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05712127685546875,0.6571390410044077,3.9047619047619047,94,0.010638297872340425,1.623336893103301,0.7905703218912782,4.907960199004975,53.08162383934356,512,0.001953125
