file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
mkn421_lc_liner.csv,6,4,0.38715879197460623,2.4832042945894317,0.7859411356880461,3.146250317205653,0.38823529411764707,4.676968421052631
