file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
ot081_lc_liner.csv,3,4,0.9381579243315302,13.314212956406347,2.4536075609981514,20.33208414941759,0.8989711168959961,16.626730769080062
