radius,recurence_rate
1.000000000000000021e-02,nan
3.020408163265306256e-02,nan
5.040816326530612318e-02,nan
7.061224489795918380e-02,nan
9.081632653061223748e-02,nan
1.110204081632652912e-01,nan
1.312244897959183587e-01,nan
1.514285714285714401e-01,nan
1.716326530612244938e-01,nan
1.918367346938775475e-01,nan
2.120408163265306012e-01,nan
2.322448979591836826e-01,nan
2.524489795918367085e-01,nan
2.726530612244897900e-01,nan
2.928571428571428714e-01,nan
3.130612244897958973e-01,nan
3.332653061224489788e-01,nan
3.534693877551020602e-01,nan
3.736734693877550861e-01,nan
3.938775510204081676e-01,nan
4.140816326530611935e-01,nan
4.342857142857142749e-01,nan
4.544897959183673564e-01,nan
4.746938775510203823e-01,nan
4.948979591836734637e-01,nan
5.151020408163264896e-01,nan
5.353061224489795711e-01,nan
5.555102040816326525e-01,nan
5.757142857142857340e-01,nan
5.959183673469388154e-01,nan
6.161224489795917858e-01,nan
6.363265306122448672e-01,nan
6.565306122448979487e-01,nan
6.767346938775510301e-01,nan
6.969387755102041115e-01,nan
7.171428571428570820e-01,nan
7.373469387755101634e-01,nan
7.575510204081632448e-01,nan
7.777551020408163263e-01,nan
7.979591836734694077e-01,nan
8.181632653061223781e-01,nan
8.383673469387754595e-01,nan
8.585714285714285410e-01,nan
8.787755102040816224e-01,nan
8.989795918367347038e-01,nan
9.191836734693877853e-01,nan
9.393877551020407557e-01,nan
9.595918367346938371e-01,nan
9.797959183673469186e-01,nan
1.000000000000000000e+00,nan
