file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
pmn_j2250-2806_lc_liner.csv,7,4,0.9131727865638428,8.118429382214932,2.2866713340509297,9.909568711961162,0.9228763551530123,17.015796340322986
