RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.047838010204081634,0.4484735368617518,2.961267605633803,34,0.029411764705882353,1.1048320348913763,0.629182775629916,3.5699697428139183,40.816346153846155,560,0.0017857142857142857
