RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05043397968605725,0.46295618210667644,3.4201983769161406,36,0.027777777777777776,1.314280170670601,0.5903210057366044,3.790360501567398,39.674563106796114,570,0.0017543859649122807
