type,lambda
original,1.3866576996234623
PPS_surrogate,0.35081189238155525
PPS_surrogate,0.5328991808027038
PPS_surrogate,0.5700368629296606
PPS_surrogate,0.44495502158004435
PPS_surrogate,0.49053498697838105
PPS_surrogate,0.2238108483224511
PPS_surrogate,0.3026465771117358
PPS_surrogate,0.5478705721495035
PPS_surrogate,0.25600086874410655
PPS_surrogate,0.16125719768095023
PPS_surrogate,0.3980477165257322
PPS_surrogate,0.24815561060926047
PPS_surrogate,0.45878937404654047
PPS_surrogate,0.37527419977136917
PPS_surrogate,0.3482353957476499
PPS_surrogate,0.34773944939316825
PPS_surrogate,0.4568657858760428
PPS_surrogate,0.24930911614534487
PPS_surrogate,0.19764028829609226
PPS_surrogate,0.18375784886223745
PPS_surrogate,0.4428386851135196
PPS_surrogate,0.38765183411395004
PPS_surrogate,0.42144521729709655
PPS_surrogate,0.6422065768755797
PPS_surrogate,0.2051008097311481
PPS_surrogate,0.20654760468462527
PPS_surrogate,0.23980102937120618
PPS_surrogate,0.22061179534576045
PPS_surrogate,0.4513297405347824
PPS_surrogate,0.4724837933958592
PPS_surrogate,0.4270179985327962
PPS_surrogate,0.5521455820562967
PPS_surrogate,0.32412511932974
PPS_surrogate,0.3628687629896005
PPS_surrogate,0.25610437563949423
PPS_surrogate,0.3276855880507345
PPS_surrogate,0.4861367997638412
PPS_surrogate,0.25110891415281267
PPS_surrogate,0.3264487691380951
