RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.04515691878329241,0.7833902837616996,17.348178415829956,5.104549854791868,155,0.0064516129032258064,1.9116461970255358,0.8683702273064924,5.719178082191781,73.69139004149378,546,0.0018315018315018315
