file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
pks_b1908-201_lc_liner.csv,5,4,0.8619169139935507,6.26572955967986,2.0844285090276156,7.7085887831440925,0.8683702273064924,17.348178415829956
