RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.0512,0.8737880886426593,17.066173606301938,4.332188841201717,44,0.022727272727272728,1.9319335917901388,0.9276315789473685,5.227317073170732,75.69868840836583,475,0.002105263157894737
