file,tau,m_use,epsilon_rr5,RR,DET,L,L_max,DIV,L_entr,LAM,TT,V_max,V_entr,W,W_max,W_div,w_entr
3c273_lc_liner.csv,8,5,0.3144829773041042,0.049911600252666194,0.49658497388509437,2.585774058577406,30,0.03333333333333333,1.0108671045252062,0.6872237846524708,3.0829077801141485,15,1.4084471328564858,41.59102281089036,547,0.0018281535648994515,3.497242145906852
