RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.04810201764346231,0.9206856478791401,19.140270886418282,9.041369472182597,50,0.02,2.729138792426915,0.9523532829750145,10.357030015797788,128.6628841607565,535,0.001869158878504673
