file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
txs1700+685_lc_liner.csv,3,5,0.8821745770948048,9.227483878704188,2.4112166840302813,11.456835191192388,0.9523532829750145,19.140270886418282
