time,original,missing,interpolated,mask
0,0.053557450806183994,0.053557450806183994,0.053557450806183994,0
1,-0.01950729928310264,-0.01950729928310264,-0.01950729928310264,0
2,-0.00817503025656528,-0.00817503025656528,-0.00817503025656528,0
3,0.12069114731056166,0.12069114731056166,0.12069114731056166,0
4,0.02341369406260034,0.02341369406260034,0.02341369406260034,0
5,-0.007196899625185032,-0.007196899625185032,-0.007196899625185032,0
6,0.045035028726955334,,-0.00959535930455677,1
7,0.022152140767428916,,-0.011993818983928508,1
8,-0.05835394634627522,,-0.014392278663300244,1
9,-0.025753807912864503,,-0.01679073834267198,1
10,0.033267027809922495,,-0.01918919802204372,1
11,-0.11980023570577708,,-0.021587657701415457,1
12,-0.07280600765005801,,-0.023986117380787195,1
13,0.07062032630586758,,-0.026384577060158933,1
14,0.007973949727102117,,-0.02878303673953067,1
15,-0.03987652392653465,,-0.03118149641890241,1
16,-0.03357995609827415,-0.03357995609827415,-0.03357995609827415,0
17,0.004705780462579527,0.004705780462579527,0.004705780462579527,0
18,-0.033630837464338946,-0.033630837464338946,-0.033630837464338946,0
19,0.032786751860342904,0.032786751860342904,0.032786751860342904,0
20,0.02948327954550576,0.02948327954550576,0.02948327954550576,0
21,0.08692326986492513,0.08692326986492513,0.08692326986492513,0
22,0.03562959546927861,0.03562959546927861,0.03562959546927861,0
23,0.010599944589583616,0.010599944589583616,0.010599944589583616,0
24,-0.02166258969318647,-0.02166258969318647,-0.02166258969318647,0
25,-0.021786201289926584,-0.021786201289926584,-0.021786201289926584,0
26,0.032480544089741145,0.032480544089741145,0.032480544089741145,0
27,0.026881608093468012,0.026881608093468012,0.026881608093468012,0
28,-0.018691337435118263,-0.018691337435118263,-0.018691337435118263,0
29,-0.023738752514503827,-0.023738752514503827,-0.023738752514503827,0
30,0.08157086604645365,0.08157086604645365,0.08157086604645365,0
31,-0.10926015091925585,-0.10926015091925585,-0.10926015091925585,0
32,0.015319382862849566,0.015319382862849566,0.015319382862849566,0
33,-0.002197942183531185,-0.002197942183531185,-0.002197942183531185,0
34,0.015214444713411546,0.015214444713411546,0.015214444713411546,0
35,-0.041584725639658246,-0.041584725639658246,-0.041584725639658246,0
36,-0.02919439196724561,-0.02919439196724561,-0.02919439196724561,0
37,0.04774803577387836,0.04774803577387836,0.04774803577387836,0
38,0.06464868128989434,0.06464868128989434,0.06464868128989434,0
39,-0.0007603454395240412,-0.0007603454395240412,-0.0007603454395240412,0
40,0.02695305065621752,0.02695305065621752,0.02695305065621752,0
41,-0.024957821350809633,-0.024957821350809633,-0.024957821350809633,0
42,-0.014606768844784396,-0.014606768844784396,-0.014606768844784396,0
43,-0.08902093781313253,-0.08902093781313253,-0.08902093781313253,0
44,-0.10242127433062694,-0.10242127433062694,-0.10242127433062694,0
45,-0.05592280693647677,-0.05592280693647677,-0.05592280693647677,0
46,-0.06793427374796396,-0.06793427374796396,-0.06793427374796396,0
47,0.04950307125975167,0.04950307125975167,0.04950307125975167,0
48,0.015555215395189862,0.015555215395189862,0.015555215395189862,0
49,0.02677134654101389,0.02677134654101389,0.02677134654101389,0
50,0.007372335617657809,0.007372335617657809,0.007372335617657809,0
51,-0.10855600528913341,-0.10855600528913341,-0.10855600528913341,0
52,0.0550824590084993,0.0550824590084993,0.0550824590084993,0
53,-0.06653502517897922,-0.06653502517897922,-0.06653502517897922,0
54,0.019043958422723807,,-0.0633069827721194,1
55,-0.08036321418648248,,-0.06007894036525958,1
56,0.07892131978348749,,-0.05685089795839975,1
57,-0.002894112760718873,,-0.053622855551539936,1
58,0.05113346292844953,,-0.05039481314468011,1
59,-0.058812028000059906,,-0.04716677073782029,1
60,0.03632354523195771,,-0.043938728330960464,1
61,-0.0013457170709757587,,-0.04071068592410065,1
62,0.010802274713694854,,-0.03748264351724083,1
63,-0.0951452778085175,,-0.034254601110381006,1
64,-0.031026558703521185,-0.031026558703521185,-0.031026558703521185,0
65,1.1364983418983261e-06,1.1364983418983261e-06,1.1364983418983261e-06,0
66,0.06269310612718867,0.06269310612718867,0.06269310612718867,0
67,-0.0619632519865492,-0.0619632519865492,-0.0619632519865492,0
68,0.08788262311569475,0.08788262311569475,0.08788262311569475,0
69,-0.006912060207351713,-0.006912060207351713,-0.006912060207351713,0
70,-0.04098503897857471,,-0.00048481331961188704,1
71,-0.010960509879982079,,0.005942433568127939,1
72,0.12697318059813809,,0.012369680455867765,1
73,0.06669909645138326,,0.018796927343607592,1
74,0.024625187478660878,,0.02522417423134742,1
75,0.03453619506413612,,0.03165142111908724,1
