file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
pg1553+113_lc_liner.csv,1,4,0.6502959469846601,3.138158196912644,1.372694135115188,3.035216282503112,0.35562697065243754,13.810883604683509
