RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.044057012115980176,0.9810907097835023,25.034965034965033,296,0.0033783783783783786,3.4481139527279288,0.9769799945190463,10.185714285714285,176.1293199554069,407,0.002457002457002457
