file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
b2_1846+32a_lc_liner.csv,11,5,0.9613412018397625,12.691567516077304,2.8279329115578298,16.04259243455777,0.9801306840912122,18.684661799863754
