54686.2,1.95741e-07,4.63062e-08
54693.2,2.47687e-07,7.39332e-08
54700.2,2.82627e-07,7.79569e-08
54707.2,1.95117e-07,7.27182e-08
54714.2,2.64135e-07,6.83864e-08
54721.2,1.64572e-07,4.42862e-08
54728.2,1.43731e-07,5.61768e-08
54735.2,4.81951e-08,1.7357e-08
54742.2,1.23423e-07,3.46603e-08
54749.2,2.1932e-07,7.75345e-08
54756.2,2.47015e-07,7.3616e-08
54763.2,1.54695e-07,7.3249e-08
54770.2,2.65121e-07,5.06389e-08
54777.2,1.36281e-07,5.511e-08
54784.2,1.37042e-07,4.43669e-08
54791.2,1.25192e-07,3.73861e-08
54798.2,2.24864e-07,4.76195e-08
54805.2,3.52211e-08,1.23757e-08
54812.2,1.46068e-07,8.64751e-08
54819.2,1.48174e-07,5.63979e-08
54826.2,1.68533e-07,4.42476e-08
54833.2,1.23643e-07,5.29023e-08
54840.2,1.8287e-07,3.36975e-08
54847.2,2.64687e-07,4.50928e-08
54854.2,2.26085e-07,7.05427e-08
54861.2,3.79099e-07,5.64092e-08
54868.2,4.74206e-07,6.56894e-08
54875.2,2.32234e-07,7.76319e-08
54882.2,4.69963e-07,7.37387e-08
54889.2,3.94989e-07,5.98928e-08
54896.2,3.24276e-07,4.81472e-08
54903.2,5.33555e-07,1.04725e-07
54910.2,3.14296e-07,7.82162e-08
54917.2,2.49254e-07,7.12497e-08
54924.2,3.46499e-07,7.91305e-08
54931.2,5.56919e-07,6.66637e-08
54938.2,5.23874e-07,5.30957e-08
54945.2,5.51413e-07,8.4635e-08
54952.2,4.80478e-07,8.04287e-08
54959.2,2.30925e-07,5.69686e-08
54966.2,2.63401e-07,6.96118e-08
54973.2,2.17979e-07,1.03654e-07
54980.2,1.83916e-07,5.82204e-08
54987.2,1.88936e-07,4.22955e-08
54994.2,1.64418e-07,5.0954e-08
55001.2,1.02727e-07,4.34373e-08
55008.2,8.58299e-08,3.23792e-08
55015.2,4.75166e-08,2.74882e-08
55022.2,1.44708e-07,5.72431e-08
55029.2,1.14915e-07,6.01848e-08
55036.2,2.33823e-07,4.99444e-08
55043.2,1.4708e-07,3.02436e-08
55050.2,1.42646e-07,3.71635e-08
55057.2,1.9187e-07,7.27692e-08
55064.2,1.23139e-07,5.68489e-08
55071.2,2.09103e-07,5.41815e-08
55078.2,6.8399e-08,4.07027e-08
55085.2,2.02997e-07,6.62342e-08
55092.2,1.35876e-07,4.20348e-08
55099.2,6.36908e-08,5.98561e-08
55106.2,1.59225e-07,3.8539e-08
55113.2,1.76976e-07,3.98173e-08
55120.2,1.18238e-07,3.56328e-08
55127.2,1.75051e-07,9.33683e-08
55134.2,1.85592e-07,6.62239e-08
55141.2,4.18732e-08,2.96022e-08
55148.2,1.58922e-07,3.75737e-08
55155.2,1.28775e-07,3.9087e-08
55162.2,2.03711e-07,3.57345e-08
55169.2,2.27238e-07,3.82686e-08
55176.2,2.41075e-07,4.88831e-08
55183.2,2.08824e-07,7.80087e-08
55190.2,3.39406e-07,6.59807e-08
55197.2,6.53386e-07,6.4756e-08
55204.2,4.21955e-07,4.84624e-08
55211.2,3.84599e-07,5.82051e-08
55218.2,3.01278e-07,7.05963e-08
55225.2,2.85207e-07,6.48679e-08
55232.2,3.87641e-07,9.10277e-08
55239.2,4.98049e-07,1.18628e-07
55246.2,6.87867e-07,7.44703e-08
55253.2,5.02904e-07,9.03193e-08
55260.2,6.34623e-07,7.62784e-08
55267.2,5.12361e-07,6.53466e-08
55274.2,3.59325e-07,6.19397e-08
55281.2,6.00886e-07,9.16206e-08
55288.2,7.51622e-07,1.2122e-07
55295.2,5.97646e-07,1.35832e-07
55302.2,5.98175e-07,1.20013e-07
55309.2,5.41321e-07,1.0245e-07
55316.2,5.26495e-07,6.53249e-08
55323.2,4.92012e-07,6.08915e-08
55330.2,3.07221e-07,5.87169e-08
55337.2,4.62678e-07,8.59228e-08
55344.2,5.09192e-07,1.35335e-07
55351.2,4.67199e-07,9.99158e-08
55358.2,5.48907e-07,1.15735e-07
55365.2,5.37936e-07,5.43436e-08
55372.2,2.83386e-07,5.24117e-08
55379.2,5.68413e-07,4.9365e-08
55386.2,5.30115e-07,8.00897e-08
55393.2,3.11443e-07,6.61159e-08
55400.2,1.08748e-07,6.55335e-08
55407.2,4.57341e-08,2.45761e-08
55414.2,4.49665e-08,1.96937e-08
55421.2,3.77579e-08,2.23939e-08
55428.2,2.06793e-08,1.52112e-08
55435.2,5.37007e-08,5.17912e-08
55442.2,9.53966e-08,3.7906e-08
55449.2,1.2725e-07,8.11526e-08
55456.2,1.96031e-07,6.13623e-08
55463.2,2.05841e-07,7.52453e-08
55470.2,2.77117e-07,6.32782e-08
55477.2,2.88551e-07,5.93409e-08
55484.2,3.74731e-07,5.4577e-08
55491.2,3.2702e-07,7.90745e-08
55498.2,2.48099e-07,5.79433e-08
55505.2,1.57338e-07,9.52239e-08
55512.2,1.26286e-07,7.92455e-08
55519.2,9.8083e-08,6.25078e-08
55526.2,1.1392e-07,5.29607e-08
55533.2,1.14705e-07,4.01124e-08
55540.2,1.70983e-07,4.02635e-08
55547.2,6.31515e-08,4.53767e-08
55554.2,1.4365e-07,5.07125e-08
55561.2,8.16228e-08,3.24593e-08
55568.2,1.16308e-07,5.23008e-08
55575.2,1.64595e-07,6.06224e-08
55582.2,1.4185e-07,6.68246e-08
55589.2,1.35951e-07,4.80531e-08
55596.2,1.27049e-07,5.13198e-08
55603.2,3.50995e-08,1.18712e-08
55610.2,7.62065e-08,4.32602e-08
55617.2,1.15421e-07,7.18876e-08
55631.2,4.88742e-08,2.25868e-08
55638.2,3.35215e-08,1.6571e-08
55645.2,2.58456e-08,1.38131e-08
55652.2,5.45471e-08,4.3091e-08
55659.2,5.35309e-08,2.91893e-08
55673.2,1.76235e-08,1.01194e-08
55687.2,3.31756e-08,1.52763e-08
55694.2,1.1439e-08,6.21724e-09
55722.2,7.47613e-08,5.55896e-08
55729.2,3.55133e-08,1.7847e-08
55736.2,6.6341e-08,3.8866e-08
55743.2,2.57547e-08,1.31664e-08
55771.2,2.21245e-08,1.57567e-08
55785.2,6.47155e-08,3.65811e-08
55792.2,3.02755e-08,1.52119e-08
55806.2,2.60551e-08,1.59946e-08
55813.2,1.36334e-08,9.4101e-09
55848.2,2.93442e-08,1.596e-08
55855.2,4.3559e-08,3.38684e-08
55897.2,6.3715e-09,2.95458e-09
55925.2,1.15439e-08,7.2149e-09
55932.2,5.87263e-08,3.17772e-08
55946.2,8.53118e-09,5.25076e-09
55953.2,4.22509e-09,2.86899e-09
55967.2,5.78025e-08,3.93702e-08
55974.2,3.53365e-08,1.6583e-08
55981.2,9.99724e-08,4.9431e-08
55995.2,2.2861e-07,8.86398e-08
56002.2,9.55347e-08,3.08993e-08
56009.2,1.00083e-07,4.0991e-08
56016.2,1.0523e-07,4.03507e-08
56023.2,1.13157e-07,3.05814e-08
56030.2,1.73777e-07,6.35816e-08
56037.2,2.5702e-07,6.21195e-08
56044.2,6.91548e-08,3.11994e-08
56051.2,1.51477e-07,8.06183e-08
56058.2,9.08451e-08,4.36663e-08
56065.2,1.17109e-07,3.5233e-08
56072.2,1.3746e-07,4.75806e-08
56079.2,1.25276e-07,4.53201e-08
56086.2,1.28046e-07,5.85019e-08
56093.2,1.49717e-07,5.58382e-08
56100.2,3.68274e-08,2.33667e-08
56107.2,1.11e-07,4.02201e-08
56114.2,1.02623e-07,3.55041e-08
56121.2,5.73838e-08,2.08533e-08
56128.2,1.53557e-08,7.05656e-09
56135.2,1.27041e-07,5.94015e-08
56142.2,5.70472e-08,2.60262e-08
56149.2,6.35969e-08,5.38373e-08
56156.2,6.31026e-08,4.50975e-08
56163.2,1.27443e-07,5.96168e-08
56177.2,1.57472e-07,4.80452e-08
56184.2,2.57103e-07,4.67958e-08
56191.2,2.18478e-07,5.78801e-08
56198.2,2.32431e-07,1.4236e-07
56205.2,1.28342e-07,5.89288e-08
56212.2,8.6293e-08,3.49865e-08
56219.2,1.07516e-07,3.33463e-08
56226.2,1.03297e-07,5.24181e-08
56233.2,1.19271e-07,3.63192e-08
56240.2,3.61723e-07,7.7223e-08
56247.2,3.411e-07,7.45791e-08
56254.2,1.81391e-07,7.59781e-08
56261.2,3.18993e-07,8.33542e-08
56268.2,2.61362e-07,6.81605e-08
56275.2,6.81976e-07,5.28698e-08
56282.2,6.47555e-07,7.76034e-08
56289.2,5.46755e-07,7.49782e-08
56296.2,3.19188e-07,7.73783e-08
56303.2,3.32078e-07,6.59187e-08
56310.2,4.23095e-07,7.56483e-08
56317.2,3.98547e-07,6.21654e-08
56324.2,4.87571e-07,5.3365e-08
56331.2,2.3068e-07,6.27084e-08
56338.2,1.92397e-07,3.00984e-08
56345.2,2.49688e-07,5.90564e-08
56352.2,1.74305e-07,6.12058e-08
56359.2,2.66054e-07,6.03698e-08
56366.2,2.58259e-07,9.5073e-08
56373.2,1.55882e-07,6.00464e-08
56380.2,2.85158e-07,5.79136e-08
56387.2,2.37813e-07,5.40956e-08
56394.2,4.28357e-07,6.43757e-08
56401.2,6.11598e-07,1.03883e-07
56408.2,7.99618e-07,1.09375e-07
56415.2,5.50576e-07,7.81822e-08
56422.2,7.68412e-07,8.32816e-08
56429.2,6.37946e-07,1.51487e-07
56436.2,5.82832e-07,5.91051e-08
56443.2,7.52113e-07,5.16025e-08
56450.2,4.99802e-07,6.79786e-08
56457.2,4.63919e-07,9.0806e-08
56464.2,3.36031e-07,1.02329e-07
56471.2,2.06898e-07,1.05391e-07
56478.2,1.88154e-07,7.14568e-08
56485.2,3.58652e-07,7.30012e-08
56492.2,8.96693e-07,6.22865e-08
56499.2,5.33979e-07,7.47487e-08
56506.2,3.58888e-07,7.83698e-08
56513.2,1.70076e-07,5.99363e-08
56520.2,2.63936e-07,7.0968e-08
56527.2,2.83401e-07,1.19783e-07
56534.2,3.54451e-07,6.61758e-08
56541.2,1.81019e-07,3.94631e-08
56548.2,2.13466e-07,5.09576e-08
56555.2,3.61893e-07,7.20809e-08
56562.2,4.72754e-07,7.37965e-08
56569.2,3.98833e-07,8.72032e-08
56576.2,5.18144e-07,7.09909e-08
56583.2,1.63114e-07,7.45259e-08
56590.2,2.10044e-07,6.06828e-08
56597.2,2.13189e-07,5.72812e-08
56604.2,1.27324e-07,4.33357e-08
56611.2,1.50441e-07,5.24087e-08
