file,tau,m_use,epsilon_rr5,RR,DET,L,L_max,DIV,L_entr,LAM,TT,V_max,V_entr,W,W_max,W_div,w_entr
b2_1846+32a_lc_liner.csv,11,5,0.35631996648064673,0.04991178268844441,0.979140417191656,16.534278959810873,120,0.008333333333333333,3.190255099571484,0.979840403191936,15.14935064935065,81,3.377940204181301,211.34630350194553,535,0.001869158878504673,5.075159042230142
