RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.0444544812040766,0.9247412982126059,20.801981558786125,9.732673267326733,95,0.010526315789473684,2.582004814372646,0.9540921919096895,9.313131313131313,139.7438725490196,489,0.002044989775051125
