epsilon,TT,L
0.1,5.110526315789474,11.704545454545455
0.2,7.015197568389058,10.907407407407407
0.3,6.944293478260869,7.4733727810650885
0.4,7.803486529318542,7.516693163751987
0.5,7.969047619047619,7.079181494661921
0.6,9.450093457943925,8.055555555555555
0.7,10.732412060301508,8.727941176470589
0.7999999999999999,11.957730812013349,9.688425925925927
0.8999999999999999,13.400616332819723,10.79327945555083
0.9999999999999999,14.712088440278778,11.63604378420641
1.0999999999999999,15.535022026431719,12.093088857545839
1.2,16.641304347826086,12.977494121598925
1.3,18.091133004926107,14.41675109760216
1.4,18.596525096525095,14.58341158059468
1.5,19.474157303370788,15.267965895249695
1.5999999999999999,19.915505537692034,15.400746911806952
1.7,19.71096731375477,14.989216201998948
1.8,19.1588360109124,14.169004207573632
1.9,18.5941005400914,13.447742474916389
2.0,18.0824427480916,12.801351858805859
