RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.050387596899224806,0.9847942754919499,19.54437869822485,19.203488372093023,115,0.008695652173913044,3.6615437953314363,0.9827817531305904,15.75268817204301,196.83554169914262,516,0.001937984496124031
