file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
s4_1800+44_lc_liner.csv,3,5,0.9571510866517172,17.686082614118938,2.676470471368623,26.120243166685704,0.9827817531305904,19.54437869822485
