RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.050781890550230316,0.7613386173491854,14.992325199002115,4.2551271534044295,42,0.023809523809523808,1.7938448563461202,0.8586525759577279,5.446927374301676,67.98394004282655,518,0.0019305019305019305
