file,group,rank,mD,mL,mEN,mTT,mDEratio
pks0250-225_lc_liner.csv,Mid,93,0.826565321870403,4.867449230728328,1.88537136241413,6.159249053788267,14.889873245976144
mkn501_lc_liner.csv,Mid,94,0.6743462713000181,3.3464552969312558,1.4782199902371043,3.3195610870060386,14.779474717112093
cta102_lc_liner.csv,Mid,95,0.9122575567052783,9.555209713398185,2.426955675276478,14.603821151977929,14.501298642565711
pks1954-388_lc_liner.csv,Mid,96,0.8066384603439675,5.927533864786248,2.099702416280233,7.615723817469335,14.45528523199446
pks0226-559_lc_liner.csv,Low,97,0.811808871856989,8.10692985288525,2.1803414442106286,9.421175629593487,14.121677033618006
on246_lc_liner.csv,Low,98,0.871108261474606,7.597286167129719,2.2482112419498077,11.184246859289605,13.960125833227304
s4_1030+61_lc_liner.csv,Low,99,0.8113149424322694,5.881005675790718,1.9948050129556143,7.634879792888365,13.926224390643153
pg1553+113_lc_liner.csv,Low,100,0.6502959469846601,3.138158196912644,1.372694135115188,3.035216282503112,13.810883604683509
pks0301-243_lc_liner.csv,Low,101,0.7628852210010794,8.909692036969156,2.8140238424892288,8.564319151451576,13.749463810803855
s5_1044+71_lc_liner.csv,Low,102,0.6072182988070278,4.372721067101137,1.539519990830256,5.90104445352961,13.609553075647275
pks0440-00_lc_liner.csv,Low,103,0.9004278943943523,10.784077316268249,2.305079632844896,15.385707726740026,13.565722677109292
pks1622-253_lc_liner.csv,Low,104,0.8576300629027926,4.871830609685417,1.9451825930770272,6.6115425038015925,13.250596950972714
pks0736+01_lc_liner.csv,Low,105,0.8318899569031768,6.429646742511215,1.9342855435293345,9.157672471012686,13.134153183209207
b2_2308+34_lc_liner.csv,Low,106,0.78617837471167,4.849932690910764,1.8324668074621246,6.483063931447065,12.7856442828547
pks2233-148_lc_liner.csv,Low,107,0.8009383954809579,6.046734273342854,1.8968502055268979,9.02024904382484,12.676552460497632
pks1424-41_lc_liner.csv,Low,108,0.624198661863047,3.7677510435679364,1.5126966262252375,4.995104523911413,12.652793745758785
pks2023-07_lc_liner.csv,Low,109,0.8262952880710145,8.200295207722471,2.0574679054017997,11.992379545017087,12.59960321509143
pks0454-234_lc_liner.csv,Low,110,0.5870003549871426,3.5222283766009364,1.3549942641938026,4.376315389363282,12.595239874312826
pks0336-01_lc_liner.csv,Low,111,0.77454444222511,5.453761841537836,1.7809041367246035,6.926400561394651,12.547084415743553
b2_0619+33_lc_liner.csv,Low,112,0.7427178583705146,3.876455411449883,1.3968631661719766,5.181470202883951,12.511259497492244
og050_lc_liner.csv,Low,113,0.748970531287135,4.288324403088447,1.5195637716538541,5.137172114454749,12.20950696315369
pks0426-380_lc_liner.csv,Low,114,0.5644440142912664,3.514941085041547,1.4589002003043772,4.417789802041282,12.194364994387996
pks1244-255_lc_liner.csv,Low,115,0.7255691357591304,4.543921819304542,1.5674637674915417,5.677231638292532,12.149616720514713
pks0208-512_lc_liner.csv,Low,116,0.4736887134510964,2.886634327815659,1.123707159708088,3.83593014743369,11.831338042042837
b3_1343+451_lc_liner.csv,Low,117,0.6532579970506616,3.83667824943167,1.5972358532272808,4.861187750280871,11.79072315558802
s4_1144+40_lc_liner.csv,Low,118,0.6781100553823156,4.181960016703858,1.7824692455378088,5.492441921793873,11.784871496515319
mg1_j123931+0443_lc_liner.csv,Low,119,0.7351527929972334,5.997585450350428,1.8337985804597925,8.201580112045752,11.504277865971646
mg1_j021114+1051_lc_liner.csv,Low,120,0.6752594147012629,5.11976965214263,1.7653015210511533,5.560557465497718,11.382880034314306
b2_1520+31_lc_liner.csv,Low,121,0.5430876324801115,3.423639145140874,1.3634127486351262,4.561868164541119,11.231129083128153
txs0059+581_lc_liner.csv,Low,122,0.7916637169531034,5.144669907343942,1.9718186526873105,6.689147140718978,11.20490121988975
pks1510-089_lc_liner.csv,Low,123,0.6649332315443449,5.259130885221617,1.592873033672999,7.645468318151033,10.982298346645067
4c+38.41_lc_liner.csv,Low,124,0.6981222234317739,4.811996900414917,1.7152913621411858,6.793683920734677,10.63958135217672
4c+01.02_lc_liner.csv,Low,125,0.7196238836611023,5.193912495730323,1.7814545238853938,7.29319832104026,10.564755174550955
w_comae_lc_liner.csv,Low,126,0.6410789006090053,4.007857335113789,1.6132800552983002,4.433216123784969,10.358855509286801
4c+01.28_lc_liner.csv,Low,127,0.6531847915848892,3.9247859926675672,1.6417851951946443,4.84743691424028,10.318087738471785
4c+28.07_lc_liner.csv,Low,128,0.7479825407211237,7.102385035769393,2.023967329199027,9.967217678363019,10.076710175401265
3c273_lc_liner.csv,Low,129,0.813030493281737,6.851768961124653,1.8935843955788427,10.375092904156663,9.84752294970229
oj287_lc_liner.csv,Low,130,0.5510621476712656,3.5572627304656947,1.2946008153736552,4.2424971120009465,9.374836765754257
bl_lac_lc_liner.csv,Low,131,0.43174879171589386,2.715313829906498,1.040890711863891,3.45157331693286,9.252614450849181
s5_0716+71_lc_liner.csv,Low,132,0.4618346019327547,3.20203230217151,1.0209005705517746,3.9176069215222977,9.179449747739483
s4_1749+70_lc_liner.csv,Low,133,0.7188725985875053,4.765342051450856,1.4320736076748706,6.690361096369432,9.052808474832865
pks0727-11_lc_liner.csv,Low,134,0.5285240296107421,3.0546041415983534,1.2993922414525172,4.336734651997366,8.150485255925304
pks0537-441_lc_liner.csv,Low,135,0.5015567478237356,3.0653811119468624,1.2298950673355893,4.72807048507371,8.101014773230583
ox169_lc_liner.csv,Low,136,0.5142349614604003,5.221077207076135,2.1194990826087716,4.946239890181085,7.904710829479669
ton599_lc_liner.csv,Low,137,0.75254670476616,5.729442669684781,1.8328413716493046,8.197460199480426,7.8202197283406045
1ES1959+650_lc_liner.csv,Low,138,0.527895245584139,2.8901705883290605,1.0960233462847004,3.8657317047150883,7.330380107587532
s3_0218+35_lc_liner.csv,Low,139,0.876976339688483,49.93771058429022,3.3547707412714907,66.7998816293869,7.04092988549084
txs0506+056_lc_liner.csv,Low,140,0.5261223804887589,3.072679426389768,1.1779434808542626,4.057648120013559,6.892407021047082
s5_1803+784_lc_liner.csv,Low,141,0.5515690484370614,5.5335792833700195,2.1669687264473994,5.358591080870315,6.738118437504717
aplibrae_lc_liner.csv,Low,142,0.40358911974179373,4.14428942973325,1.7654798290386147,4.044943489793448,5.825735880521898
mkn421_lc_liner.csv,Low,143,0.38715879197460623,2.4832042945894317,0.7859411356880461,3.146250317205653,4.676968421052631
3c66a_lc_liner.csv,Low,144,0.37135036850926034,4.777067308903095,1.9148953471489065,4.128254066937878,4.347104821710289
pks2155-304_lc_liner.csv,Low,145,0.24494161028673625,3.3038132276023306,1.3793448374184796,3.3710686439105437,2.7777320926470086
