RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05040197897340754,0.9801078267335936,9.011965811965812,149,0.006711409395973154,2.724900171242746,0.983640081799591,8.33228346456693,126.3414481897628,462,0.0021645021645021645
