type,lambda
original,0.6805435735651277
FT_surrogate,0.5269586225594328
FT_surrogate,0.6261390081604127
FT_surrogate,0.5930331915870184
FT_surrogate,0.5941017300758892
FT_surrogate,0.456083278299171
FT_surrogate,0.5125704129235809
FT_surrogate,0.4931133384362968
FT_surrogate,0.5335522615007614
FT_surrogate,0.452038338041922
FT_surrogate,0.6123295230202185
FT_surrogate,0.6414712733815485
FT_surrogate,0.5943267993420166
FT_surrogate,0.6114274577025821
FT_surrogate,0.5307339140000045
FT_surrogate,0.5140497409199866
FT_surrogate,0.5518788347277649
FT_surrogate,0.4956818349597493
FT_surrogate,0.5198462827334683
FT_surrogate,0.6210877659142566
FT_surrogate,0.49216299506029
FT_surrogate,0.573055915257107
FT_surrogate,0.4889691797866989
FT_surrogate,0.5596341596582021
FT_surrogate,0.5756340030962533
FT_surrogate,0.528647237407774
FT_surrogate,0.5660474812083988
FT_surrogate,0.5864941774673011
FT_surrogate,0.4665502707239154
FT_surrogate,0.6007777831946973
FT_surrogate,0.5189869568708412
FT_surrogate,0.5137158683519625
FT_surrogate,0.4611835598181047
FT_surrogate,0.5248913977780151
FT_surrogate,0.4886600535129686
FT_surrogate,0.5365184686050488
FT_surrogate,0.5206846418980968
FT_surrogate,0.6207840177927297
FT_surrogate,0.6149335700606434
FT_surrogate,0.5059235502689384
Shuffle_surrogate,0.5421143410829906
Shuffle_surrogate,0.4671399684158916
Shuffle_surrogate,0.48705787025157044
Shuffle_surrogate,0.552749778144537
Shuffle_surrogate,0.7193712545883917
Shuffle_surrogate,0.5736951000750826
Shuffle_surrogate,0.5114557777183334
Shuffle_surrogate,0.6375732576456586
Shuffle_surrogate,0.600524110365881
Shuffle_surrogate,0.624014864956942
Shuffle_surrogate,0.6378306733200995
Shuffle_surrogate,0.4847831335408315
Shuffle_surrogate,0.5144175965479542
Shuffle_surrogate,0.5955802769475168
Shuffle_surrogate,0.7144430734257352
Shuffle_surrogate,0.5337525890848291
Shuffle_surrogate,0.6202463490639297
Shuffle_surrogate,0.5222883077389285
Shuffle_surrogate,0.6906102072579057
Shuffle_surrogate,0.6448382400361549
Shuffle_surrogate,0.5517259407547466
Shuffle_surrogate,0.5580345350448905
Shuffle_surrogate,0.5526584434068804
Shuffle_surrogate,0.5897642626783968
Shuffle_surrogate,0.6595173642955513
Shuffle_surrogate,0.5789130214879374
Shuffle_surrogate,0.5602215111391802
Shuffle_surrogate,0.8298038553115932
Shuffle_surrogate,0.5680786990164568
Shuffle_surrogate,0.7101449051756024
Shuffle_surrogate,0.3826319070064034
Shuffle_surrogate,0.4734624875158171
Shuffle_surrogate,0.4935308320713417
Shuffle_surrogate,0.5084383535438015
Shuffle_surrogate,0.48379147962877195
Shuffle_surrogate,0.653167055875063
Shuffle_surrogate,0.6592068501362564
Shuffle_surrogate,0.592809976872031
Shuffle_surrogate,0.58476348281666
