type,lambda
original,0.5823251119159915
PPS_surrogate,0.8894265606018897
PPS_surrogate,0.8432085075785718
PPS_surrogate,0.9928912645298007
PPS_surrogate,0.9442944040647365
PPS_surrogate,0.9148270831600899
PPS_surrogate,0.9928077883978023
PPS_surrogate,0.8319676395503626
PPS_surrogate,0.9315252659924008
PPS_surrogate,0.8937867424971208
PPS_surrogate,0.8892436607729556
PPS_surrogate,0.9160813362072321
PPS_surrogate,0.7929281528149777
PPS_surrogate,0.8860650483001731
PPS_surrogate,0.7697250107897334
PPS_surrogate,0.8185073631810285
PPS_surrogate,0.9127412124393524
PPS_surrogate,1.008949921169593
PPS_surrogate,0.8583306309362493
PPS_surrogate,0.879542449796808
PPS_surrogate,0.9651804863106352
PPS_surrogate,0.8651263305482101
PPS_surrogate,0.8303114677246043
PPS_surrogate,0.9004327773080854
PPS_surrogate,0.8804787412714046
PPS_surrogate,0.9930182497033126
PPS_surrogate,0.85794314859396
PPS_surrogate,0.9308780799043996
PPS_surrogate,0.906659077234195
PPS_surrogate,0.8982639928125165
PPS_surrogate,0.906401649986506
PPS_surrogate,0.9163656954565346
PPS_surrogate,0.9368522604746639
PPS_surrogate,0.8632409898198352
PPS_surrogate,1.0463970328461025
PPS_surrogate,0.8293799800981142
PPS_surrogate,0.9717516901810015
PPS_surrogate,1.0811291532317735
PPS_surrogate,0.8537886114674993
PPS_surrogate,0.8987213206883232
